texto,sentimento,tipoInteracao,autor_anonimo
mirna_economirna Viu Voce pode sim investir para o seu filho  E mais simples do que voce pensa   No btgpactual  por exemplo voce consegue abrir conta para ele tambem  Quer saber mais sobre como montar uma carteira de investimentos para o seu filho  Preparei um evento gratuito para te ajudar  Entre agora no link da bio para participar do Workshop Invest Kids,POSITIVE,marcação,3582
O BTG Pactual BPAC11 maior Banco de investimento da America Latina encerrou o segundo trimestre com lucro liquido ajustado recorde de R 217 bilhoes avanco de 266 sobre igual periodo do ano passado As receitas totais do banco tambem registraram melhor volume da historia em R 451 bilhoes aumento de 197 na comparacao anual O retorno ajustado sobre o patrimonio ROAE foi 216 o melhor resultado desde 2016 e o indice de Basileia fechou o trimestre em 152   Pelo segundo trimestre consecutivo entregamos o melhor resultado da nossa historia com recordes de receita e lucro liquido aliado a um balanco robusto e bem capitalizado Adicionalmente nosso estoque de ativos sob gestao cresce a cada trimestre refletindo nosso compromisso de longo prazo com nossos clientes e a solidez de nossas atividades Com dedicacao e transparencia seguiremos focados em crescer de forma sustentavel e gerar valor para nossos stakeholders  Roberto Sallouti  BTGPactual Resultados Earning  Repost btgpactual,POSITIVE,marcação,1370
Assista o DemoDay evento que reuniu Startups de diferentes localidades e segmentos que participaram das mentorias do Batch 9 programa de potencializacao do boostLAB  Nesta edicao contamos com a participacao de Roberto Sallouti CEO do BTG Pactual Pedro Waengertner cofundador da ACE Frederico Pompeu Head do boostLAB Eric Acher fundador da Monashees e dos founders de 9 Startups   O video completo esta disponivel no canal do btgpactual no YouTube,NEUTRAL,marcação,1275
,NEUTRAL,comentário,3583
Muito bom Excelente trabalho que deve ser divulgado  show,POSITIVE,comentário,3584
Repost btgpactual   O BTG Pactual BPAC11 maior Banco de investimento da America Latina encerrou o segundo trimestre com lucro liquido ajustado recorde de R 217 bilhoes avanco de 266 sobre igual periodo do ano passado As receitas totais do banco tambem registraram melhor volume da historia em R 451 bilhoes aumento de 197 na comparacao anual O retorno ajustado sobre o patrimonio ROAE foi 216 o melhor resultado desde 2016 e o indice de Basileia fechou o trimestre em 152   Pelo segundo trimestre consecutivo entregamos o melhor resultado da nossa historia com recordes de receita e lucro liquido aliado a um balanco robusto e bem capitalizado Adicionalmente nosso estoque de ativos sob gestao cresce a cada trimestre refletindo nosso compromisso de longo prazo com nossos clientes e a solidez de nossas atividades Com dedicacao e transparencia seguiremos focados em crescer de forma sustentavel e gerar valor para nossos stakeholders  Roberto Sallouti  BTGPactual Resultados Earning,NEUTRAL,marcação,3585
Lira,NEUTRAL,comentário,3586
,NEUTRAL,comentário,261
I made 99k with sharonkrypto,NEUTRAL,comentário,3587
,NEUTRAL,comentário,782
,NEUTRAL,comentário,2183
Evento esta chegando btgpactual investimento credito dinheiro,NEUTRAL,marcação,3396
Diminuiram meu limite,POSITIVE,comentário,3588
Imagina,NEUTRAL,marcação,3589
Excelente Parabens a todos bbtgpactualbancopan,POSITIVE,comentário,3590
,NEUTRAL,comentário,3591
,NEUTRAL,comentário,1308
Parte do nosso trabalho na Acqua Vero e garantir que voce e sua familia tenham a protecao da sua renda durante toda a sua vida sem necessitar utilizar as reservas e os investimentos Seguro de vida e em vida e para todos e para quem esta vivo acquavero segavin btgpactual  investimentos assessoriadeinvestimentos btgpactual segurodevida segurospremium,POSITIVE,marcação,1244
Ta aqui uma duvida que hora ou outra chega para empresarios e consumidores Valores diferentes para diferentes tipos de pagamento Pode ou nao pode Sem achismo olha o que diz a lei,NEGATIVE,marcação,2664
Repost prosperidadeinvestimentos with userepost  O BTG Pactual BPAC11 maior Banco de investimento da America Latina encerrou o segundo trimestre com lucro liquido ajustado recorde de R 217 bilhoes avanco de 266 sobre igual periodo do ano passado As receitas totais do banco tambem registraram melhor volume da historia em R 451 bilhoes aumento de 197 na comparacao anual O retorno ajustado sobre o patrimonio ROAE foi 216 o melhor resultado desde 2016 e o indice de Basileia fechou o trimestre em 152   Pelo segundo trimestre consecutivo entregamos o melhor resultado da nossa historia com recordes de receita e lucro liquido aliado a um balanco robusto e bem capitalizado Adicionalmente nosso estoque de ativos sob gestao cresce a cada trimestre refletindo nosso compromisso de longo prazo com nossos clientes e a solidez de nossas atividades Com dedicacao e transparencia seguiremos focados em crescer de forma sustentavel e gerar valor para nossos stakeholders  Roberto Sallouti  BTGPactual Resultados Earning  Repost btgpactual,POSITIVE,marcação,867
Mais uma etapa finalizada  Na quintafeira passada 4 aconteceu o demoday para o encerramento do programa Grow Startups 3 da blackrocksstartups  Apresentamos o pitch da Flori Tech junto com mais outras 6 startups risegotecnologia   wasteeeco  somosniloo  oshtechnology e playbpo  para uma banca sensacional que contou com a presenca de empresas como a btgpactual  tiktokbrasil  pwcbrasilthoughtworksbr  e improvebusinesss   Nao poderiamos estar mais contentes com a jornada que foi esse programa Um dos mais completos e com maior sensacao de pertencimento no qual obtivemos muito conteudo de qualidade e acompanhamento semanal Gratidao a toda equipe da BlackRocks Startups Vamos juntos,POSITIVE,marcação,1865
,NEUTRAL,comentário,3592
Vao para o btgpactual confrades Confia,NEUTRAL,comentário,1095
Quero participar como faz,NEUTRAL,comentário,3593
Como faco para ter a maquina de cartao de debito e credito de Vcs,NEUTRAL,comentário,3593
Esse final de semana 06 de agosto foi muito marcado pela faegjovem que reuniu um time que so traz orgulho para o campo e para a cidade  Estiveram em peso os integrantes da maior federacao jovem do agro do Brasil que vieram dos quatro cantos de Goias mostrar sua forca no Encontro de Jovens Liderancas do Agro e reforcar o quanto eles tem contribuido com a inovacao progresso e futuro do estado  Foram mais de mil pessoas reunidas em uma energia inigualavel 38 rotas de onibus passando por 164 cidades  Alem da presenca do nosso Presidente zemariogo tivemos palestras super importantes Voce em 2030 criando o futuro da sua carreira  conduzido pelo Andre Souza CEO da futuro_sa Sucessao na pratica  Paulo Kimak Diretor Associado de Planejamento Patrimonial do btgpactual Politizar e preciso o agro e tech e pop e tudo mas e politico  Ana Paula Cenci Diretora da implantaragro  Muito obrigada pelo Encontro Tecnico do Faeg Jovem 2022 E um orgulho fazer parte desse time  Nossa gratidao a voces  zemariogo  sistemafaeg  faegjovem  leonnardocfurquim  dirceuborgesgo  sarahthome23,POSITIVE,marcação,3594
btgpactual Obrigado Deus abencoe VCS,NEUTRAL,resposta,3593
O boostLAB Powered by BTG Pactual hub de negocios para empresas tech do BTG Pactual esta divulgando nesta quartafeira 10 as startups escolhidas para a 10a edicao do seu programa de potencializacao feito em parceria com a ACE Startups O Finsiders teve acesso antecipado a lista  fintechs negocios startups,POSITIVE,marcação,554
O BTG Pactual BPAC11 maior Banco de investimento da America Latina encerrou o segundo trimestre com lucro liquido ajustado recorde de R 217 bilhoes avanco de 266 sobre igual periodo do ano passado As receitas totais do banco tambem registraram melhor volume da historia em R 451 bilhoes aumento de 197 na comparacao anual O retorno ajustado sobre o patrimonio ROAE foi 216 o melhor resultado desde 2016 e o indice de Basileia fechou o trimestre em 152   Pelo segundo trimestre consecutivo entregamos o melhor resultado da nossa historia com recordes de receita e lucro liquido aliado a um balanco robusto e bem capitalizado Adicionalmente nosso estoque de ativos sob gestao cresce a cada trimestre refletindo nosso compromisso de longo prazo com nossos clientes e a solidez de nossas atividades Com dedicacao e transparencia seguiremos focados em crescer de forma sustentavel e gerar valor para nossos stakeholders  Roberto Sallouti  BTGPactual Resultados Earning   wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira,NEUTRAL,marcação,697
,NEUTRAL,comentário,3595
,NEUTRAL,comentário,3595
I wish everyone can be like you Ronnie  I havent lost since you have been managing my trading account I love you so much investwithronniemaraholbrook,NEUTRAL,comentário,3596
O Fundo Imobiliario Hospital Nossa Senhora de Lourdes NSLU11 entrou com uma nova acao contra a locataria Rede DOr na 25a Vara Civel do Foro Central de Sao Paulo com o objetivo de executar uma diferenca nominal de aluguel no valor de R 53 milhoes   A acao pede que o valor seja corrigido com multa juros e correcao monetaria ate a data do pagamento se houver de acordo com o comunicado do BTG Pactual administrador do fundo   A alegacao do fundo e de que o aluguel percentual apurado foi maior que o aluguel mensal pago de fato pela locataria no periodo entre agosto de 2016 e maio de 2017   O calculo tem base no faturamento bruto da propria locataria de acordo com o comunicado   No inicio de julho o NSLU11 conseguiu que o Tribunal de Justica de Sao Paulo acatasse o pedido em uma nova peticao para que a locataria Rede DOr mostrasse o faturamento bruto desde junho de 2017   Isso porque uma clausula do contrato de aluguel preve a obrigacao da locataria pagar o aluguel mensal fixo ou o aluguel variavel correspondente a 8 do faturamento bruto mensal   O NSLU11 tambem informou que pagou R 87180650 com correcao monetaria desde abril de 2021 e juros de mora por conta do processo judicial movido pela Rede DOr contra o fundo   Em junho o fundo quitou a divida na justica com a locataria apos o pagamento de R 2713759679    Saiba mais no link do Stories Bio ou acesse wwwclubefiinewscombr fundosimobiliarios fiis NSLU11 hospitais mercadoimobiliario fundoimob,NEUTRAL,marcação,8
Dia de treinamento promovido pela equipe necton com o time do btgpactual victorferreira_edu  executiveinvestimentos necton btgpactual mercadofinanceiro,POSITIVE,marcação,3597
Se voce esta comecando seus estudos agora e muito importante que voce tenha consciencia que o mercado pode acelerar a conquista da sua liberdade financeira  mas nao sem riscos nao uma bolada do dia para noite  Nem todos terao perfil para realizar as operacoes de day trade ou muito tempo para se dedicar ao estudo de acoes para montar e manusear sua carteira de investimentos  e tudo bem  Nao foi a toa que nos unimos ao maior banco de investimentos da America Latina o BTG Pactual O BTG conta com carteiras recomendadas exclusivas para o seu perfil de investidor permite que deixe seus investimentos automatizados e facilita o acesso a plataformas operacionais para os traders  Alem disso o btgpactual disponibilizou um curso gratuito de educacao financeira em parceria com a Atom Abra agora sua conta no BTG clicando no link da bio e aproveite todas essas vantagens    somosatom mercadofinanceiro vidadetrader btgpactual,POSITIVE,marcação,3598
Se voce esta comecando seus estudos agora e muito importante que voce tenha consciencia que o mercado pode acelerar a conquista da sua liberdade financeira  mas nao sem riscos nao uma bolada do dia para noite  Nem todos terao perfil para realizar as operacoes de day trade ou muito tempo para se dedicar ao estudo de acoes para montar e manusear sua carteira de investimentos  e tudo bem  Nao foi a ato a que nos unimos ao maior banco de investimentos da America Latina o BTG Pactual O BTG conta com carteiras recomendadas exclusivas para o seu perfil de investidor permite que deixe seus investimentos automatizados e facilita o acesso a plataformas operacionais para os traders  Alem disso o btgpactual disponibilizou um curso gratuito de educacao financeira em parceria com a Atom Abra agora sua conta no BTG clicando no link da bio e aproveite todas essas vantagens    somosatom vidadetrader mercadofinanceiro btgpactual,POSITIVE,marcação,3598
Se voce esta comecando seus estudos agora e muito importante que voce tenha consciencia que o mercado pode acelerar a conquista da sua liberdade financeira  mas nao sem riscos nao uma bolada do dia para noite  Nem todos terao perfil para realizar as operacoes de day trade ou muito tempo para se dedicar ao estudo de acoes para montar e manusear sua carteira de investimentos  e tudo bem  Nao foi a to a que nos unimos ao maior banco de investimentos da America Latina o BTG Pactual O BTG conta com carteiras recomendadas exclusivas para o seu perfil de investidor permite que deixe seus investimentos automatizados e facilita o acesso a plataformas operacionais para os traders  Alem disso o btgpactual disponibilizou um curso gratuito de educacao financeira em parceria com a Atom Abra agora sua conta no BTG clicando no link da bio e aproveite todas essas vantagens    somosatom mercadofinanceiro vidadetrader btgpactual,POSITIVE,marcação,3598
Confira a avaliacao do btgpactual para as acoes da fleury  Link nos stories   fleury flry3 avaliacao acoes acoes rendavariavel dividendos dinheiro viverderenda rendapassiva investimento investimentos  NAO SE TRATA DE RECOMENDACAO DE INVESTIMENTO  Procure profissionais especializados e certificados para tomar qualquer decisao sobre investimentos,NEUTRAL,marcação,3482
Como muitos de voces perguntam resolvi fazer um video explicando como se filiar a BTG e explicando os beneficios de operar com a corretora e todas as vantagens que eles oferecem   Quem ai odeia atendimento automatizado Nessa parceria o atendimento vem 100 humanizado te permitindo entrar em contato atraves do WhatsApp com um assessor VIP que vai te ajudar com os seus investimentos e tambem vai estar la para tirar todas as suas duvidas e te auxiliar em todas as suas necessidades   Profit Pro gratis por tempo ilimitado operando apenas um mini contrato no mes com RLP ativo Show ne Ah Mateus eu nao utilizo RLP Tudo bem Para aqueles que nao utilizam o RLP a BTG tem a menor corretagem sem o provedor de liquidez do Brasil apenas R 010 por mini contrato    E como sempre aviso o mercado muitas vezes pode afetar nosso emocional por esse motivo temos parcerias com psicologos especialistas em trade e mercado financeiro dispostos a ajudar  E ai ainda tem alguma duvida Conta pra mim nos comentarios  daytrading daytrader traderbrasil trader bolsadevalores mercadofinanceiro sucesso,POSITIVE,marcação,1764
Confira a avaliacao do btgpactual para as acoes da cvcviagens  Link nos stories   cvcviagens cvcb3 viagem viagens avaliacao acoes rendavariavel dividendos dinheiro viverderenda rendapassiva investimento investimentos  NAO SE TRATA DE RECOMENDACAO DE INVESTIMENTO  Procure profissionais especializados e certificados para tomar qualquer decisao sobre investimentos,NEUTRAL,marcação,3482
Amplie a sua visao de futuro com o maior evento de macroeconomia do ano  Grandes personalidades reunidas para debater as tendencias macroeconomicas e ajudar os investidores a tomar as melhores decisoes na hora de alocar seu capital  Participe do Macro Day 2022 atraves do link que esta na bio,POSITIVE,marcação,3599
Vem ai o MacroDay 2022  No dia 18 de agosto grandes nomes do mercado financeiro e da politica se reunem para debater as tendencias macroeconomicas que vao impactar o pais e os seus investimentos nos proximos meses Garanta a sua participacao e so acessar o link dos stories  Lembrese que as vagas sao limitadas  O MacroDay e um evento realizado pelo BTG Pactual,POSITIVE,marcação,2015
No Brasil estamos caminhando para essa realidade mas ainda estamos muito atras de paises como Canada Eua e Japao   acquavero  segavin  btgpactual   segurodevida planejamentofinanceiro btgpactual magseguros metlife assessoriadeinvestimentos,POSITIVE,marcação,1244
A Stonoex fintech brasileira especializada na tokenizacao de commodities foi uma das escolhidas pelo programa boostLAB do BTG Pactual o maior banco de investimentos da America Latina stonoex  btgpactual   O boostLAB organizado em parceria com a ACE Startups e um programa de conexao e potencializacao para startups em nivel avancado com grande possibilidade de crescimento Esta foi a 10o edicao do programa que contou com quase 400 inscricoes  Veja a materia completa em criptonizandocom  bitcoinbrasil criptomoedas blockchain mineracao noticias investimentos economia brasil altcoins ethereum eth economia financas investimentos,POSITIVE,marcação,3600
Repost btgpactual with userepost  Ja fez a sua inscricao para participar do MacroDay 2022  No dia 18 de agosto grandes nomes do mercado financeiro e da politica se reunem para debater as tendencias macroeconomicas que vao impactar o pais e os seus investimentos nos proximos meses Confira alguns nomes ja confirmados  Garanta a sua participacao e so acessar o link dos stories Lembrese que as vagas sao limitadas,NEUTRAL,marcação,3
Mario Toros socio e CIO da area macro da Ibiuna participou do podcast Fundos em Foco do btgpactual  Na conversa com a analista de fundos machado_juliana_  ele falou sobre a gestao macro em meio ao cenario de eleicoes e juro alto   Ouca o episodio completo no link da bio  investimentos ibiunainvestimentos podcast,POSITIVE,marcação,3601
O Finsiders antecipa a lista das sete empresas selecionadas para a 10a edicao do programa foram quase 400 inscricoes   Link na bio   Foto Pixabay   Os principais empreendedores investidores e executivos do setor leem Juntese a eles assine nossa newsletter  Finsiders fintechs startups scaleups technology BTG boostLAB,NEUTRAL,marcação,3602
Para gerar efeitos duradouros e necessario criar uma cultura de inovacao argumentam executivos que lideram programas de grandes bancos durante painel no Febraban Tech  Link na bio   Foto Vardan PapikyanUnsplash   Os principais empreendedores investidores e executivos do setor leem Juntese a eles assine nossa newsletter  Finsiders bancos fintechs inovacao innovation startups technology tecnologia,NEUTRAL,marcação,3602
Muitas vezes me perguntam sobre doacoes que faco ao longo desses anos apos alcancar minha independencia financeira e o que e determinante para eu apoiar um negocio uma instituicao ou uma causa Ative o som e confira   Lembrese doacoes vao muito alem de uma ajuda financeira Que tal destinar seu tempo e passar seus ensinamentos para frente  Este conteudo foi produzido em parceria com o btgpactual,POSITIVE,marcação,100
Muitas vezes me perguntam sobre doacoes que faco ao longo desses anos apos alcancar minha independencia financeira e o que e determinante para eu apoiar um negocio uma instituicao ou uma causa Ative o som e confira   Lembrese doacoes vao muito alem de uma ajuda financeira Que tal destinar seu tempo e passar seus ensinamentos para frente  Este conteudo foi produzido em parceria com o btgpactual,POSITIVE,marcação,100
Futvolei pagode e divertimento e com B1B2  Agora se for investimento sua resenha e com deltaflowinvest e btgpactual parceiros masters  resenhab1b2  b1b2 resenhab1b2 futevolei resenha samba pagode campeonato,POSITIVE,marcação,3603
Nao encontrei o BTG Talks no Spotify Ja sigo o Morning Call mas queria ouvir o Talks,POSITIVE,comentário,3604
Sempre juntos com B1 e B2 Obrigado por acreditarem deltaflowinvest  btgpactual  fabiocsouza2010,POSITIVE,comentário,3605
E o lixo neoliberal esse pauloguedes e o banco dele o btgpactual,NEGATIVE,comentário,1896
Arranjos somente de verdes feito para  casaperlage  btgpactual,NEUTRAL,marcação,3606
muito bom Parabens pelo otimo desempenho,POSITIVE,comentário,3607
Pais onde falta tudo Educacao Tecnologia e infraestrutura O proprio Ministro da Comunicacao no Evento CEO conference do btgpactual voltado a ascensao do 5G Formasse menos Engenheiros no Brasil que a India Segundo a bbcbrasil dados computados de 1998 a 2008 o PIB Brasileiro supera o da India Ambos subdesenvolvidos e com problemas em diversas areas Sociais e de  Trabalho E necessario investimento para que ocorram Ordem e Progresso como citado  na Bandeira Nacional  Referencia Bibliografica leia mais em httpswwwbbccomportugueseinternacional51220988  httpsmyoutubecomwatchvfu7TfYMB3EU  forbes  valoreconomico estadao cnnbrasilbusiness bandjornalismo sbtnews portalg1 recordnews forbes forbesbr diaadia economia,NEUTRAL,comentário,3608
Orcamento secreto,NEUTRAL,comentário,3609
Sprint Comercial nectoninvestimentos promovido pelo btgpactual  Nos dias 08 e 09 de agosto a Plantare reuniu seu time comercial em Sao Paulo para um evento com outros escritorios de assessoria de investimentos para ter um mentiria com o mestre victorferreira_edu  Alem disso tambem conhecemos a sede da Necton e do BTG Pactual   vempraplantare  mercadofinanceiro investimentos financaspessoais previdencia,POSITIVE,marcação,1867
,NEUTRAL,comentário,3610
,NEUTRAL,comentário,279
,NEUTRAL,comentário,279
,NEUTRAL,comentário,279
3o almoco da diretoria comercial da AVIN Literalmente uma selecao Um grupo ultra talentoso de lideres responsavel por disseminar nossa cultura e conduzir nossos quase 200 assessores Brasil a fora  Apos 14 meses de muito ajuste algumas dores planejamento e intensa execucao entregar os resultados que estamos conquistando mes apos mes e uma das melhores sensacoes que ja tive na vida profissional Sem duvida  E um privilegio trabalhar com esses profissionais fora de serie dos mais variados perfis  Estamos em nossa melhor fase  Muito obrigado  acquavero  acquaveroequipe  btgpactual,POSITIVE,marcação,639
O melhor escritorio focado para traders com a melhor corretora de investimentos da America Latina Junto a dominvestimentos e a btgpactual trago para voces uma oportunidade incrivel que poucos tem no mercado Entao aproveite Corretagem Zero e Profitchart Pro sem custos Link de cadastro na bio daytrade,POSITIVE,marcação,3611
Uma duvida que sempre recebo aqui e o que vale mais a pena cashback ou programa de pontos  Acredite era justamente sobre isso que eu gustavocerbasi e andrelvbona estavamos conversando nessas fotos  E claro que existem pontos positivos nas duas modalidades e no final voce vai escolher o que fizer mais sentido para voce Mas deixa eu defender minha escolha pelo programa de pontos do cartao de credito do btgpactual   Porque eu migrei do cashback para os pontos   No Black do Btg voce recebe 1 de cashback  No programa de pontos recebe 22 pontos por dolar gasto Agora vamos as continhas presta atencaoooo   Se eu gastar 10 mil reaismes no cartao no cashback recebo 100 reais de volta ok  Gastando os mesmos 10 mil reais convertendo isso para dolar 1 dolar  550 reais 10mil550  1818 dolares 181822 da 4000 pontos Nao desiste voce vai entender  A beleza toda e esperar as promocoes de 100 para as cias aereas porque assim os seus pontos dobrarao Ou seja 4000 pts virarao 8000 pontos  Ta bom Mirna e a conclusao Essa vem agora Ja falei para ter paciencia  Se voce vender esses pontos em um site de vendas de milhas 8000 pts vao te dar R134 pela Smiles R160 pela Latam Lembra do cashback Era de 100 reais   Lembra que eu disse tambem que voce vai escolher o melhor programa de acordo com o seu perfil ne  Pois bem eu nao vendo milhas eu uso para viajar de execuryca  e ai o negocio fica melhor ainda  Mesmo que voce gaste pou,POSITIVE,marcação,3612
Drops do btgpactual  Coloquei o colete FL   Aprender com os Jetsons e as tentativas desnecessarias de querer prever o futuro na hora de investir   Que facamos bons investimentos,POSITIVE,marcação,123
A Stonoex fintech brasileira especializada na tokenizacao de commodities foi uma das escolhidas pelo programa boostLAB do BTG Pactual o maior banco de investimentos da America Latina stonoex  btgpactual   O boostLAB organizado em parceria com a ACE Startups e um programa de conexao e potencializacao para startups em nivel avancado com grande possibilidade de crescimento Esta foi a 10o edicao do programa que contou com quase 400 inscricoes,POSITIVE,marcação,3613
Obrigado fabriciostagliano pedroalxmoreira eqiinvestimentos,POSITIVE,marcação,3614
O FEBRABAN TECH maior evento de tecnologia e inovacao do setor financeiro na America Latina chega ao seu ultimo dia nesta quintafeira 118 com debates sobre avancos tecnologicos e a nova realidade mundial   Ban KiMoon exsecretariogeral da ONU abriu o dia falando sobre a sua experiencia e sobre o papel da diplomacia nestes tempos de guerra na Ucrania   Presidentes de bancos comentam o cenario de mudancas e o uso da tecnologia nas instituicoes em painel com Fabio Alberto Amorosino Banco Alfa Mario Leao Santander Brasil Milton Maluhy Filho Itau Unibanco e Roberto Sallouti BTG Pactual   Ilan Goldfajn diretor do FMI traz previsoes para as principais economias latinoamericanas incluindo o Brasil   No encerramento Roberto Campos Neto presidente do Banco Central do Brasil conversa com Isaac Sidney presidente da FEBRABAN sobre os proximos passos da agenda de inovacao do BC   Acompanhe o evento em httpsfebrabantechcom,POSITIVE,marcação,3078
Como o mercado financeiro respira Talvez seja uma pergunta para quem nao faz parte do lado profissional E de cara ja diga que e uma respiracao ofegante  Hoje como socio da acquavero vinculada ao btgpactual estar junto de um time de altissima qualidade com forte habilidade tecnica emocional e relacional nos permite permear no mercado de forma unica  Afirmo que teremos sempre a respiracao serena para escutar o cliente e a respiracao ofegante para conseguir a melhor solucao para ele   assessordeinvestimentos acquavero,POSITIVE,marcação,579
Acompanhe aqui no Fiagro News a divulgacao dos resultados dos dividendos Fiagro Fundo de Investimento nas Cadeias Agroindustriais  competencia julho pagamento em agosto2022  btgpactual  fiagronews fiagro dividendos investimentos mercadofinanceiro btg,NEUTRAL,marcação,1027
Foi sobre investir em escolhas que chegamos ate aqui,POSITIVE,marcação,487
Acompanhe aqui no Fiagro News a divulgacao dos resultados dos dividendos Fiagro Fundo de Investimento nas Cadeias Agroindustriais  competencia julho pagamento em agosto2022   btgpactual   fiagronews fiagro dividendos investimentos mercadofinanceiro btg,NEUTRAL,marcação,1027
Ja fez a sua inscricao para participar do MacroDay 2022  No dia 18 de agosto grandes nomes do mercado financeiro e da politica se reunem para debater as tendencias macroeconomicas que vao impactar o pais e os seus investimentos nos proximos meses Confira alguns nomes ja confirmados  Garanta a sua participacao e so acessar o link na bio Lembrese que as vagas sao limitadas   LINK httpsamginvestimentosmacrodaylive   wwwamgcapitalcombr  Email contatoamgcapitalcombr  Credenciados a btgpactual   Telefones Sao Paulo 11 3077 4600 Porto Alegre 51 3557 1880 Florianopolis 48 3371 4611   DISCLAIMER Este post e de carater informativo e nao constitui uma oferta de compra ou de venda de ativos financeiros  AMGCapital btgpactual Investimentos Acoes FIIs TesouroDireto LCI LCA CDB ETFs Debentures IR economia ibovespa educacaofinanceira,NEUTRAL,marcação,697
Conhecendo de perto meus investimentos   tbt bolsadevalores investing saopaulo farialimers,POSITIVE,marcação,3615
Evento InovaAcao wiseaai inovacdl,NEUTRAL,marcação,2229
Whether its the celebration of new hires the completion of a project the best sales record or the number of years in business there are plenty of reasons to bring a team together in a virtual event over a cooking class The spirit of camaraderie is highlighted in each event because when we cook together we work better together     virtualcookingclass onlinecookingclass virtualexperience digitalexperience contentcreator virtualchef culinaryevents teambuilding teambuildingactivity kitchenstudio latinchef latinachef bilingual brazilianchef spokesperson virtualevents,NEUTRAL,marcação,38
Existe REGRA  mas repasso aqui uma SUGESTAO para alcancar a tao  sonhada LIBERDADE FINANCEIRA  financaspessoais gtcapital naoexisteatalho frequencia fluidez umpassodecadavez liberdadefinanceira investimentos investing aai btg objetivo,POSITIVE,marcação,163
Eu ja uso o cartao de credito do BTG desde quando foi criado Se o banco esta tao solido em materia de rentabilidade eu realmente nao entendo porque os beneficios que o cartao Black oferecem nao estao entre os melhores do mercado A conversao de pontos deveria ser de 44 pontos para cada dolar gasto e os acessos a Salas VIP LoungKey deveria ser ILIMITADO Quando volta a promocao das metas,NEUTRAL,comentário,321
Um tbt desse dia de otimos aprendizados com a turma da nectoninvestimentos  e btgpactual   Em busca sempre de um aprimoramento constante,POSITIVE,marcação,3616
,NEUTRAL,comentário,3617
Esta aberto o periodo para inscricoes do BTG Soma Diversidade programa de aceleracao voltado as organizacoes sociais que atuem com medidas de inclusao social equidade e diversidade O programa e uma iniciativa do BTG Pactual BPAC11 maior banco de investimentos da America Latina em parceria com a Acao Social para Igualdade das Diferencas ASID Brasil organizacao social sem fins lucrativos Para participar da selecao as organizacoes precisam se inscrever ate 19 de agosto no site  Serao selecionadas dez organizacoes que terao acesso a mais de 60 horas de aulas e workshops com profissionais referencia no setor que abordarao tematicas de lideranca de alto impacto modelo de negocios sustentabilidade financeira e expansao de impacto Alem disso as organizacoes receberao mentorias com especialistas do BTG Pactual No total serao seis meses de capacitacao e mentoria online  Sao elegiveis projetos que atuem nas tematicas negocio social de impacto ou outro tipo de organizacao com foco social com ou sem fins lucrativos Outra exigencia e ter no minimo um ano de existencia formal comprovavel por meio de estatuto ou contrato social e atestar a sua atuacao em linha com a proposta da promocao da equidade diversidade e inclusao de um ou mais dos seguintes publicos minoritarios mulheres pessoas com deficiencia negras e pardas ou LGBTQIAP  wwwrevistaidealcombr  RevistaIdeal BTGPactual BTG diversidade programa social aceleracao foco inclusao lgbtq lgbt,POSITIVE,marcação,3618
Sempre recebo essa pergunta Mirna qual cartao de credito voce utiliza para usar nas viagens acumular pontos aproveitar salas VIP Primeiro eu preciso te dizer que utilizo cartao de credito para praticamente tudo E uma excelente ferramenta se voce souber usalo com juizo Segundo eu invisto pelo btgpactual  entao eu consigo isencao na anuidade do cartao de credito Black Vantagens do Black do Btg que eu uso muito   Programa de pontos 22 pontos por dolar gasto   4 acessos a salas VIP no ano  IOF de apenas 11 nas compras internacionais Lembrando que caso o programa de pontos nao faca sentido para voce voce pode optar pelo cashback de 1 Se quiser que eu explique mais sobre o cashback em um post futuro coloca cashback nos comentarios   Alem do cartao de credito Black existem outras opcoes no Btg como a opcao avancada e basica isenta de anuidade Vou deixar o link nos meus stories com mais detalhes sobre os cartoes,NEUTRAL,marcação,3619
Repost btgpactual with getrepost  O MacroDay 2022 esta chegando Voce ja fez a sua inscricao O evento e focado na tematica economicopolitica e reune economistas e politicos para debater assuntos atuais e tendencias para os proximos anos  E totalmente online e gratuito Basta realizar sua inscricao no wwwmacrodaylive  para ter acesso as informacoes do evento e assistir a transmissao ao vivo no dia 18 de agosto,NEUTRAL,marcação,1972
Rodrigo Carvalho gestor do Clave Alpha Macro participa esta noite 19 horas de live promovida pelo btgpactual para debater sobre Como posicionar a carteira para o novo ambiente de inflacao   O evento e livre e pode ser acompanhado no Youtube link na bio  ClaveCapital Inflacao ClaveAlphaMacro Ibiuna Genoa,NEUTRAL,marcação,1780
