dataPublicada,autor_anonimo,texto,sentimento,tipoInteracao
2022-10-06 12:35:00,1465,"Já que hoje é quinta-feira, vamos de #tbt desse evento de salto emocionante que foi a Copa Sabemi.  Vídeo: 2clac_  #csn #saltos #cavalo #hipismo #riodejaneiro",POSITIVE,marcação
2022-10-06 12:48:00,221,#tbt para um dia muito especial aqui dentro do btgpactual  Fizemos um dia de sala ao vivo presencial 🚀🤟🏼📈  #mercadofinanceiro #ibov #ibovespa #acoes #b3 #trader #trading #análisetécnica #dolar,NEUTRAL,marcação
2022-10-06 13:02:00,697,"Você já usa o Finanças+ no seu app BTG Banking?   Agora, além de ter a visão geral de quanto você gastou por categoria, é possível ver todas as entradas e saídas da sua conta. E como isso te ajuda?  Você consegue fazer comparativos, controlar todas as despesas e receitas do período e assim se planejar melhor.  Confira no vídeo todos os benefícios da nova função e teste hoje mesmo o nosso gestor de finanças pessoais.  🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #Ações #FIIs #TesouroDireto #LCI #LCA #CDB #ETFs #Debêntures #IR #economia #ibovespa #educaçãofinanceira",NEUTRAL,marcação
2022-10-06 13:58:00,4882,@xpinvestimentos @btgpactual @b3_oficial @modalmais @topinvest_oficial @investbrasil_ @modalmais,NEUTRAL,comentário
2022-10-06 13:54:00,4882,@xpinvestimentos @b3_oficial @empiricus @btgpactual @clearcorretora @modw,NEUTRAL,comentário
2022-10-06 14:27:00,2711,"Sou um que confirma essa qualidade ímpar  do BTG. Time muito bem alinhado. Visando sempre a solução breve para o cliente, que é seu maior patrimônio.",POSITIVE,comentário
2022-10-06 14:25:00,4883,Olha aí @xpinvestimentos e @btgpactual o coisa ruim que vocês abraçaram pra destruir o Brasil e vocês ficarem com o dinheiro.,NEGATIVE,comentário
2022-10-06 14:33:00,4883,Ué não é queridinho da @xpinvestimentos e @btgpactual ameaçando o mercado? 🤔,NEUTRAL,comentário
2022-10-06 14:32:00,4883,Ué não é queridinho da @xpinvestimentos e @btgpactual ameaçando o mercado? 🤔,NEUTRAL,comentário
2022-10-06 14:31:00,4884,Vocês estão de parabéns 👏👏👏👏@luanda.oliveira2421,POSITIVE,comentário
2022-10-06 14:56:00,4425,Chupa aí @btgpactual @btgpactualempresas,NEUTRAL,comentário
2022-10-06 15:43:00,4885,"Sorriso no rosto, de quem vai fazer sua primeira palestra para a cordierinvestimentos e btgpactual  Muito feliz de poder dividir o meu olhar e trabalho com parceiros que admiro, e falar sobre o vestir de maneira potente e estratégica.  Amanhã divido tudo com você, afinal muito bom ter cada um de vocês na minha trajetória.",POSITIVE,marcação
2022-10-06 15:32:00,4173,"Ahhhhh, que time é esse??? Galera, tá esperando o que pra dar um BTG?",NEGATIVE,comentário
2022-10-06 16:14:00,4886,👏🏼👏🏼👏🏼,NEUTRAL,comentário
2022-10-06 16:13:00,4887,Time Alta Renda!   Evento sobre cenário econômico pós 1• turno das eleições.   nectoninvestimentos btgpactual   🗓️📈📊💱,NEUTRAL,marcação
2022-10-06 16:10:00,4519,👏👏👏👏👏👏👏,NEUTRAL,comentário
2022-10-06 16:10:00,1300,👏👏👏👏👏👏,NEUTRAL,comentário
2022-10-06 16:04:00,2162,Excelente!! 💙👏🏼,POSITIVE,comentário
2022-10-06 16:23:00,4888,"@luanda.oliveira2421 Vc é incrível,profissional excelente!👏🔥",POSITIVE,comentário
2022-10-06 16:40:00,4889,👏🏻👏🏻👏🏻👏🏻👏🏻,NEUTRAL,comentário
2022-10-06 17:00:00,4890,Que time 👏👏👏,POSITIVE,comentário
2022-10-06 17:14:00,220,Melhor atendimento do Brasil!!!! 👏👏👏👏,POSITIVE,comentário
2022-10-06 17:02:00,4891,💙💙💙🚀🚀🚀🚀top demais!!👏🏾👏🏾👏🏾👏🏾,POSITIVE,comentário
2022-10-06 17:30:00,4892,Time de qualidade nota 1000 👏,NEGATIVE,comentário
2022-10-06 17:15:00,4893,Adorei!! Parabéns ao time de qualidade! 👏👏👏,POSITIVE,comentário
2022-10-06 17:45:00,4894,"Melhor atendimento , melhor equipe 👏👏",POSITIVE,comentário
2022-10-06 17:34:00,4540,Vamos relembrar essa experiência incrível e transformadora que foi o Fórum CEO Brasil! #reelsinstagram #reels #viralvideos #viral #eventos #experiencias #ciberseguridad #protecaodedados #segurançadainformação #tecnologia pedroivolima galega.com.br galega__lima btgpactual estevesandresantos apbogus havaianas alpargatas  livelo experienceclub ricardonatale talita_colucci sofiteljequitimar,NEUTRAL,marcação
2022-10-06 18:00:00,4895,"Nós da Beleví estamos muito felizes em receber o btgpactual, parceiro da 1º etapa do circuito feminino Beleví da BeBrasil.​  ​Muito obrigada pela parceria e confiança!​ ​ #amazoniacareorg #circuitobelevibeachtennis #usebeleví #beachtennisfeminino #apaixonadosporbeachtennis #belevidabebrasil #esportesustentável #aquijogamoseplantamos #btgpactual",POSITIVE,marcação
2022-10-06 17:57:00,4896,"Legal foi a cobrança de mensalidade que estão fazendo no meu cartão que eu nem uso, e a falsa alegação de que eu adquiri um plano chamado Invest+ que eu nem sabia que existia pois eu nem utilizo a conta. Quero que eu fique com o nome sujo por conta dessa falcatrua de vocês.",NEGATIVE,comentário
2022-10-06 17:54:00,4895,"Nós da Beleví estamos muito felizes em receber o btgpactual , parceiro da 1º etapa do circuito feminino Beleví da BeBrasil.​  ​Muito obrigada pela parceria e confiança!​ ​ #amazoniacareorg #circuitobelevibeachtennis #usebeleví #beachtennisfeminino #apaixonadosporbeachtennis #belevidabebrasil #esportesustentável #aquijogamoseplantamos #btgpactual",POSITIVE,marcação
2022-10-06 18:09:00,4897,"Cenário Macro, Mansueto Almeida - Economista-chefe do btgpactual",NEUTRAL,marcação
2022-10-06 18:04:00,4898,"Equipe incrível, parabéns a toda equipe de qualidade! 🥰",POSITIVE,comentário
2022-10-06 18:23:00,3135,nyse  ibovespaoficial btgpactual ricocomvc jpmorganprivatebank,NEUTRAL,marcação
2022-10-06 18:38:00,4732,@revizia.app e @btgpactual juntos! Que sucesso,POSITIVE,comentário
2022-10-06 19:30:00,456,@rafa_fop,NEUTRAL,comentário
2022-10-06 19:30:00,4899,"Vários bancos digitais no mercado e o povo trabalhando com Caixa 🤦, vou deixar uns aí p vcs largarem mão dessa bomba aí : @@btgpactual@@bancointer @bancobari.",NEGATIVE,comentário
2022-10-06 19:24:00,4900,Atendimento sensacional! Excelente equipe 💙💙👏🏾👏🏾,POSITIVE,comentário
2022-10-06 19:21:00,4901,@btgpactual @itau @modalmais  @bancointer @bancooriginal @bancosafra @b3_oficial,NEUTRAL,comentário
2022-10-06 19:43:00,4902,Acabei de ter uma péssima experiência com o atendimento no chat. Giovanna A.,NEGATIVE,comentário
2022-10-06 19:40:00,4903,ainda não sou BTG MAS ESTÃO DE PARABÉNS,POSITIVE,comentário
2022-10-06 19:57:00,4088,Atendimento humano 👏👏👏,POSITIVE,comentário
2022-10-06 19:45:00,4904,"Olá, pessoal! Hoje é dia de TBT e eu não poderia deixar de compartilhar com vocês o evento que participei na semana retrasada.  Fui convidado a pedido da AquaVero Investimentos e do Banco Bug Pactual para conversar com o ex-secretário nacional, Mansueto Almeida, sobre o cenário da política econômica e os desafios de 2023.  Agradecimentos especiais ao acquavero, btgpactual e lilianholanda pelo convite e pela oportunidade.  Confiram alguns registros.  E me digam, qual o TBT de você de hoje?",POSITIVE,marcação
2022-10-06 19:45:00,4902,Tive uma péssima experiência no atendimento pelo chat. Encerraram o chat sem terminar o atendimento.,NEGATIVE,comentário
2022-10-06 20:11:00,4905,"Começando esta jornada comecei com $ 1.600, em poucos dias obtive um retorno de $ 12.600.  Sua experiência e confiabilidade são incomparáveis ​​@earn_with_victoria_crypo",POSITIVE,comentário
2022-10-06 20:04:00,4906,Muito bom!!!! 👏🏻👏🏻👏🏻👏🏻,POSITIVE,comentário
2022-10-06 20:42:00,4907,"Meu Deus que orgulho desse time, em especial a você Luanda 👏🏾😍",POSITIVE,comentário
2022-10-06 20:35:00,4908,"A minha melhor repórter, te amo ❤",POSITIVE,comentário
2022-10-06 20:33:00,4337,"O #tbt de hoje é do nosso aluno Guilherme Fernandes, que viajou para participar no ATP Finals, em Londres, um dos maiores torneios do mundo e teve a incrível oportunidade de ver grandes jogadores de perto.  “Meu nome é Guilherme Fernandes, quero agradecer ao Futuro Bom, rioopenoficial e fedex , pela oportunidade que me foi dada em 2018.  Foi uma experiência indescritível estar na mesma quadra do que os melhores jogadores do mundo no Nitto ATP Finals. Neste triste momento da história do tênis, que é a despedida do Roger Federer, percebo o quão grande foi o privilégio de boleirar para ele no O2, junto com meus colegas.  A viagem correu perfeitamente. Toda a equipe que lidou comigo foi super acolhedora e me diverti muito com os boleiros, que realmente viraram meus amigos. Foi minha primeira viagem ao exterior, o que a tornou ainda mais desafiante.  Obrigado Instituto Futuro Bom.”  Juntos somos mais forte💪🏽❤️. #teamfuturobom #tennis #atpfinals",NEUTRAL,marcação
2022-10-06 20:57:00,1544,"Qual o primeiro passo para ter seu próprio negócio?  O empreendedor @marcusbuaiz deu dicas importantes para quem pensa em empreender.  Quer aprender mais? Confira o último episódio do “Conselhos de Negócios” com Marcus Buaiz, disponível no canal do @btgpactual no Youtube.",NEUTRAL,marcação
2022-10-06 20:45:00,3135,ricocomvc btgpactual nyse ibovespaoficial clear #trader #traderbrasil #traderforex #forextrader,NEUTRAL,marcação
2022-10-06 21:09:00,3135,nyse ibovespaoficial santanderbrasil btgpactual jpmorganprivatebank c6bank modalmaistrader,NEUTRAL,marcação
2022-10-06 21:45:00,233,Muito bacana,POSITIVE,comentário
2022-10-06 21:42:00,4909,👏👏👏👏,NEUTRAL,comentário
2022-10-06 22:21:00,4910,"Acreditar em seus sonhos e trabalhar em direção ao seu objetivo é uma das melhores coisas da vida, mantenha o foco e ganhe com @earn_with_victoria_crypo",POSITIVE,comentário
2022-10-06 22:20:00,4910,"Acreditar em seus sonhos e trabalhar em direção ao seu objetivo é uma das melhores coisas da vida, mantenha o foco e ganhe com @earn_with_victoria_crypo",POSITIVE,comentário
2022-10-06 23:33:00,4911,"Uau, isso é inacreditável @earn_with_victoria_crypo Eu tenho 2BTC obrigado por me ajudar a conseguir isso, eu realmente aprecio.  Eu e minha família somos eternamente gratos a você.",POSITIVE,comentário
2022-10-06 23:50:00,4912,"Tenho visto postagens em todos os lugares e muitas pessoas continuam dizendo: alcance ela, alcance ela e, eventualmente, eu fiz e acabou sendo legítimo. Eu investi £1000 e recebi £10.000 em 7 dias @sharonwilmor",POSITIVE,comentário
2022-10-06 23:48:00,4817,BTG Pactual B3!!! 🚀🚀🚀🚀 Maior Banco de investimento da América Latina… Muito Orgulho em fazer parte 👏👏👏,POSITIVE,marcação
2022-10-07 00:04:00,3327,#3dprinter #impressao3d #vasosbob #impressão3d #3dimpressao #3d #3dprinting #3dlabprint #3dlabprint #3dgeekshow #3dprintacademy #empreendeorismo #empreendedorismolocal #autonomo #printandplay #polvo #octopus #3doctopus #printandplay #topgun #topgunmaverick #desafiocumprido,NEUTRAL,marcação
2022-10-07 04:53:00,4913,"É hora de conferir os cinco ativos recomendados para esta semana 🚀   Para ler o relatório completo, é só acessar a área do trader no site do btgpactual!",POSITIVE,marcação
2022-10-07 05:33:00,176,💙,NEUTRAL,comentário
2022-10-07 07:21:00,4598,Jamais investiria meu dinheiro em um banco q apoia o socialismo de Lula,POSITIVE,comentário
2022-10-07 07:40:00,3614,Call Matinal - 07/10/22 segueofelipe Bom dia investidores! Pega o café e vem conferir tudo que vai ser notícias no mercado financeiro hoje.,POSITIVE,marcação
2022-10-07 08:18:00,3135,nyse jpmorgan jpmorganprivatebank ic.markets itau santanderbrasil btgpactual modalmaistrader clear  Eu avisei! Não tem jeito ou me pagam ou o prejuízo será bilionário!🤷🏽🤔💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵💵🫡,NEUTRAL,marcação
2022-10-07 08:59:00,4914,👏👏👏,NEUTRAL,comentário
2022-10-07 09:02:00,772,"💙 . . . PROFISSÕES QUE ➕VÃO CONTRATAR  EM 2023💡 Mesmo sem querer, já vamos começar a viver o lado pessoal ano 2022, modelo 2023 (não é?) 🤣🤣🤣. E para aqueles que estão planejando investir em um plano de carreira ou pretendem mudar de área, esses dados da pesquisa da Robert Half, consultoria de recrutamento, podem ajudar.  O relatório apontou as #profissões em alta para 2023, com as previsões salariais e habilidades técnicas e comportamentais mais demandadas por cada mercado.   - Os setores que mais contratam profissionais atualmente são tecnologia, bens de consumo, logísticas e infraestrutura, varejo/e-commerce, agronegócio e saúde.  - O mercado de #tecnologia é o que apresenta maior variedade de vagas com alta procura.  - Uma das áreas que mais cresce em demanda são vagas relacionadas a #ESG.  Deixei a cereja do bolo pra depois, pois em breve vou postar dados específicos do mercado de #marketing e #comunicação. Vem aí 👀👀👀  Quem se prepara antes, sai na frente, por isso vale a pena dar uma olhada nesse dados. Obrigado, de nada 😁😁😁 ✍️ Texto: hugorodriguess  #PartnerShipMarketing #STAFF ➕MÍDIA  #VEMPRADIPMAISVOCETAMBEM  👀 googlebrasil meta linkedin instagram twitter btgpactual xpinvestimentos  #MAODEOBRAQUALIFICADAPARAEVENTOS #mercadodetrabalho #crescimentoprofissional #pesquisademercado #oportunidadedetrabalho  #MeioEmensagem #Promoview  #tecnologia #mercadofinanceiro #Juridico #Engenharia #Empregos",NEUTRAL,marcação
2022-10-07 09:50:00,673,"Qual é a melhor corretora de valores para você? 🤔  Uma corretora de qualidade é essencial e pode fazer a diferença entre o sucesso e o fracasso dos seus investimentos.  Para te ajudar a escolher a corretora ideal, nossa equipe comparou a oramainvestimentos e a btgpactual de acordo com custos e taxas, produtos e serviços disponíveis, plataforma e atendimento.  😉 Confira a análise completa nosso site disponível no link da bio!  🔔 Siga idinheiro e fique por dentro dos melhores conteúdos sobre produtos e serviços financeiros.",POSITIVE,marcação
2022-10-07 09:50:00,4915,"Atendimento excelente, parabéns aos profissionais. 👏🏼👏🏼",POSITIVE,comentário
2022-10-07 12:12:00,4916,Coloquei um dinheiro ontem na minha conta. E hoje não consigo entrar.  Pediu pra cadastrar a biometria facial. Fiz isso. E agora diz que vão analisar. E vou ter que esperar 24 horas. COMO ASSIM?? Preciso ter acesso ao dinheiro HOJE.,NEGATIVE,comentário
2022-10-07 11:58:00,1213,"🚨Confira a atratividade de recursos em Setembro.  Ao contrário de agosto, os fundos 555 amargaram mais resgates do que aplicações.  Das 756 gestoras analisadas, apenas 300 tiveram captação positiva.  E no TOP 5 das assets que mais captaram, temos: 🏆 santanderbrasil Asset 🏆 bradesco.asset 🏆 vinlandcapital 🏆 btgpactual Asset Management 🏆 IRB Asset Management  Todos os meses divulgamos nossos rankings exclusivos para você acompanhar a indústria de perto!   Confira em nosso site. É só acessar o story ou nossa bio.  #quantumfinance #captacaoliquida #aum #investidorinteligente",NEUTRAL,marcação
2022-10-07 12:43:00,4917,Atualizando,NEGATIVE,marcação
2022-10-07 12:38:00,173,Somos o escritório #1 em Renda Fixa do Brasil. Descubra como conseguimos esse feito assistindo ao reels! 💚,NEUTRAL,marcação
2022-10-07 12:32:00,4918,Parabéns 🔥🔥👏👏👏 que continue assim e que não se envolvam com o LULA pra não caírem na ruína,NEGATIVE,comentário
2022-10-07 12:52:00,4919,btgpactual ✅ 51ª Convenção Unimed 2022 ✨,NEUTRAL,marcação
2022-10-07 13:17:00,4920,"Sallouti, te enviei um email (e a todos os outros Conselheiros do @btgpactual @btgpactualempresas). Se puder dar uma olhada, te agradeço. Abraço, irmão!",POSITIVE,comentário
2022-10-07 13:57:00,4921,"O AgroForum do btgpactual é um dos eventos mais importantes do agrobusiness. O evento aconteceu no dia 29 de setembro e reuniu grandes especialistas do setor.  A abertura foi feita por André Esteves, Chairman e sócio sênior do BTG, que trouxe detalhes do cenário econômico e político brasileiro. Na sequência, diversos assuntos relevantes foram abordados ao longo do dia, como o mercado de capitais e o Agro, os avanços na tecnologia 5G para o setor, as melhorias em logística e infraestrutura, o crescimento e as práticas sustentáveis, entre outros temas super relevantes para um setor que movimenta boa parte do PIB do país.  Você sabia que o PIB do agronegócio atingiu mais de 2 trilhões de reais e representa mais de 27% do total nacional? São mais de 18,45 milhões de pessoas empregadas no Agro (mais de 20% do total no país) e 1,2 trilhões em produção (aumento de mais de 10%).  Para você que trabalha no agronegócio, a avin.corp pode ajudar sua empresa a adquirir recursos necessários para financiar suas mercadorias, comprar equipamentos, realizar seguros, entre outros serviços.",NEUTRAL,marcação
2022-10-07 14:13:00,443,"Olá, investidores! Episódio novo no ar!!!   Com alta de 5,5% do Ibovespa e avanço de mais de 2% dos índices acionários em NY, o mês de outubro começou positivo para as Bolsas. E é sobre as perspectivas e os impactos das eleições e do cenário internacional que alvarosfrasson, arthur.almota e eu discutimos nessa edição.   Para ouvir esse e outros episódios anteriores, basta buscar por #RadarDaSemana nos canais digitais do btgpactual na sua plataforma de podcast preferida ou acessar o link nos stories. 😉",NEUTRAL,marcação
2022-10-07 14:10:00,4216,"Adaptar seus investimentos de acordo com o seu planejamento e sonhos é a nossa proposta. . . Planeje, adapte, realize",NEGATIVE,marcação
2022-10-07 14:16:00,4216,ADAPTEinvest .  Adapte as suas aplicações ao seu perfil.  .  #assessoriadeinvestimentos #investimento #investimentos #educaçãofinanceira #rendafixa #fundosdeinvestimentos #fundosimobiliarios #fundodeinvestimento #educacaofinanceira #economia #economizar #rendavariavel #rendavariável #investir #adapteinvest #necton #nectoninvestimentos #assessordeinvestimentos #assessoriadeinvestimentos #vidadetrader #trader #daytrader #daytrading #somostraders #traderbrasil #adapteinvest #explorar,POSITIVE,marcação
2022-10-07 14:46:00,4922,Experiência 🔝🔝🔝 de treinar em uma das maiores academias de tênis do mundo! Obrigado btgpactual e saraivafilhodaniel por essa incrível oportunidade! Dia muito feliz e de grandes aprendizados! Vamooooo!,POSITIVE,marcação
2022-10-07 15:30:00,4923,"BELLEZA 🟣 ¿Cómo suena lo bello? ¿Cuál es la música de la belleza?  En esta nueva edición de #Refracciones realizada junto a btgpactual quisimos inaugurar una nueva sección: a partir de un playlist en Spotify nos queremos aproximar a cada tema, en este oportunidad la #Belleza. Participan los académicos Juan Pablo Abalo, Chantal Dussaillant, Daniel González y Fernando Guzmán.   Descubre más en 🔗 refracciones.btgpactual.cl  #belleza #literatura #arte #música #cultura #artesliberalesuai",NEGATIVE,marcação
2022-10-07 15:24:00,697,"Você sabe qual a real importância da #Selic e como ela pode ter impacto no seu bolso? 👀  Arrasta para o lado➡️ e vem conferir com a gente. Aproveita e marca aquele amigo, que precisa saber mais sobre o assunto. 😉  🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #educacaofinanceira #taxaselic #copom #bancocentral #finanças",NEUTRAL,marcação
2022-10-07 15:31:00,3135,ibovespaoficial jpmorganprivatebank btgpactual modalmaistrader  #trader  #traderbrasil  #traderforex,NEUTRAL,marcação
2022-10-07 16:36:00,3283,@btgpactual não vão se manifestar sobre o caso do @tcinvestimentos ?,NEUTRAL,comentário
2022-10-07 16:32:00,87,👏👏👏👏👏👏,NEUTRAL,comentário
2022-10-07 16:30:00,3135,nyse santanderbrasil btgpactual modalmaistrader ibovespaoficial jpmorgan jpmorganprivatebank,NEUTRAL,marcação
2022-10-07 17:19:00,3135,nyse santanderbrasil itau btgpactual bradesco ibovespaoficial ic.markets xmglobal fbs_forex  Só estou começando pois minha paciência se esgotou! 🤷🏽💵💵💵💵💵! Eu avisei!,NEUTRAL,marcação
2022-10-07 17:33:00,1203,"Ontem realizamos a inauguração do terceiro andar, um novo espaço que marca a grande conquista para os 10 anos do Ballet Paraisópolis. Para esse dia muito importante contamos com a presença em nossa sede dos nossos apoiadores e patrocinadores que fizeram parte dessa nova etapa e nos ajudaram a construir este novo ciclo que possibilitará o BP alçar voos cada vez maiores. Nossos agradecimentos especiais à: btgpactual robertosallouti institutoalok alok institutobacuri e Instituto V5.  A cada ciclo, novos aprendizados, novas ideias, e novas conquistas! ✨✨  📸: andrehzavarize isabelaa_sousaaa_",NEUTRAL,marcação
2022-10-07 18:10:00,3135,nyse ibovespaoficial itau modalmaistrader btgpactual jpmorganprivatebank clear,NEUTRAL,marcação
2022-10-07 18:28:00,4707,A felicidade dos nossos atletas quando aliviamos suas dores 😂   É um prazer cuidar de vocês 💪🏻   Recovery da Reability sempre presente!   fixt.personal reabilityrp dra.juliamfv dra.gabrielabertacchini innarabessanutri camilanutrichef benessererobertalacerda teamnogueirarp,POSITIVE,marcação
2022-10-07 18:25:00,3135,nyse ibovespaoficial clear modalmaistrader btgpactual ricocomvc santanderbrasil bradesco itau ic.markets fbs_forex xmglobal,NEUTRAL,marcação
2022-10-07 19:25:00,4924,Faria Lima com o maior banco de investimentos da América Latina  btgpactual,NEUTRAL,marcação
2022-10-07 19:17:00,4925,Mais um início e a certeza que fiz a escolha certa! cordierinvestimentos btgpactual,POSITIVE,marcação
2022-10-07 19:47:00,4926,"A convite da ago.social ministrei workshop de Vendas para o Programa Mulheres Empreendedoras do btgpactual  que neste dia contou com a aulas incríveis de relacionamento com marthaleonardis  precificação com Marina Santos herbigbr   Foi incrível demais compartilhar essa jornada, e conectar com suas histórias e potências ✨👏🏽  Compre e conheça essas empresas: chefdanipimenta  belamordida.buffet rosanamaria_trancas  meninasabores  _paodemeldafran riosdemim  sorprizaoficial amorabrechoo__ daraiz_ao_fruto  tupiocas_tapiocaria lolodelicias_  agenciaboc agencia.tribos  _docinhosdapreta_ vagaodogefritas  a_doce_casa briigadoces  iscillalingeries idealizarecriar.art   #empreendedorismo #vendas #vendasonline #mulheres #negocios #negocioparamulheres #b2b #digitaispretas",POSITIVE,marcação
2022-10-07 21:00:00,17,Faz um @btgpactual e conta comigo 😍❤️🙌,POSITIVE,comentário
2022-10-07 20:49:00,4885,"Foi uma honra ser convidada pelo btgpactual  e cordierinvestimentos para falar sobre a importância da imagem pessoal no Dresscode empresarial.   Dois grandes nomes que eu admiro muito.   Uma tarde de muita troca e novos conhecimentos.   Adorei conhecer e trocar com todos vocês.   Agradecimento especial ao Pablo, Pietra e Karina.   Se você assistiu a minha palestra deixa um emoji nos comentários 💙",NEUTRAL,marcação
2022-10-07 22:12:00,4708,"@btgpactual …até que ponto nao ha, conflito de interesses entre o Cliente/investidor e a B3 fazendo a contraparte das ordens do cliente? (…ou seja, atuando na contraparte obviamente usando a sua própria carteira na contraparte das ordens do seu próprio cliente? Isso não gera conflitos de interesses? Att. Penso, que sim!",NEUTRAL,resposta
2022-10-07 22:25:00,4927,Já estou fechando  a conta mesmo com limite e investimento não liberam o c6 carbon. Vou transferir  tudo pro @btgpactual . Decepção  c6,NEGATIVE,comentário
2022-10-07 22:56:00,4928,@cozcaio @btgpactual já aproveita e zera tbm.,POSITIVE,comentário
2022-10-07 22:50:00,4929,🏙️ . . . . . #victormalzoni  #farialima  #mercado  #mercadofinanceiro  #btgpactual  #btg  #cidadedagaroa  #olharesdesampa  #terradagaroa  #archsp  #ig_saopaulo  #spcity  #sp,NEUTRAL,marcação
2022-10-08 00:53:00,4930,XVI Aberto Caxias Golf Club,POSITIVE,marcação
2022-10-08 07:53:00,4931,Passando para compartilhar com vocês o relatório semanal de fundos imobiliários feitos pela equipe de research do btgpactual.   Arraste para o lado e confira 😉,POSITIVE,marcação
2022-10-08 08:13:00,4194,"Para o mês de outubro trouxe para vocês conhecerem a carteira recomendada do banco pactual.   Lembrando que está carteira foi elaboradora pelos analistas do btgpactual não se tratando de uma recomendação feita por mim.  Para recomendações exclusivas e acompanhamento da sua carteira, contrate uma consultoria comigo pelo direct 👩🏻‍💻👩🏻‍🏫",POSITIVE,marcação
2022-10-08 08:47:00,4931,"Já está disponível o relatório semanal feito pelo time de research do btgpactual!   Arraste pro lado e fique por dentro das ofertas públicas, dos FIIs mais negociados, das principais variações e muito mais! 😉",POSITIVE,marcação
2022-10-08 10:54:00,4932,"A uns dias atrás fui convidada pela ago.social para falar c/ mulheres que estão empreendendo socialmente, junto com outras colegas de impacto social lá no btgpactual  Eu não poderia contar minha história e ir embora, deixei para elas os meus medos, pontos de vista positivo e também negativo,  porque empreender demanda resiliência e sabedoria, mais também um toque de realidade aumentada, sim isso mesmo, realidade aumentada é tudo aquilo que nem sempre queremos olhar, porque dói, incomoda e tbm surpreende,  mais é necessário para irmos para o próximo nível   Se você empreende seja no negócio local, na sala, no quarto da sua casa, entenda que precisará escolher algumas habilidades diariamente, não sei quais são as suas, mais você só descobrirá andando, indo a diante   As minhas são me ouvir, ouvir quanto minha mente tenta por segurança me manter no mesmo nível, quanto esta mesma mente me põe em desafios grandiosos e lindos, e eu como líder dessa mente preciso diariamente para guia-lá   Faça seu caminho e escolhas diárias ❤️",POSITIVE,marcação
2022-10-08 11:44:00,697,🖥 www.amgcapital.com.br 📧 E-mail: contato@amgcapital.com.br  Credenciados a btgpactual  ☎ Telefones: São Paulo (11) 3077 4600 Porto Alegre (51) 3557 1880 Florianópolis (48) 3371 4611  ‼ DISCLAIMER: Este post é de caráter informativo e não constitui uma oferta de compra ou de venda de ativos financeiros.  #AMGCapital #btgpactual #Investimentos #Ações #FIIs #TesouroDireto #LCI #LCA #CDB #ETFs #Debêntures #IR #economia #ibovespa #educaçãofinanceira,NEUTRAL,marcação
2022-10-08 12:03:00,4931,"#Repost btgpactual with use.repost ・・・ Na semana passada aconteceu o Macro Day 2022, o evento com o propósito de ajudar os investidores a tomar melhores decisões nos investimentos por meio de análises de grandes líderes da economia e do mercado financeiro.   Confira no vídeo nossos convidados e lembre-se que o conteúdo completo do encontro está disponível no YouTube do BTG Pactual.",POSITIVE,marcação
2022-10-08 12:01:00,4933,O brasileiro está aprendendo a investir. Vamos nessa 🚀🚀 . . . #dinheiro #investimentos #poupança #brasil #investir #rendafixa #rendavariavel,NEUTRAL,marcação
2022-10-08 12:43:00,4931,"Quem aqui já ouviu o novo Radar da Semana?   No episódio especial sobre fundos imobiliários, danielucm falou sobre como os ativos foram afetados pelas incertezas de 2022 – assim como outros de renda variável – mas também como estão atrativos, principalmente a longo prazo.   Para conferir os demais episódios, basta buscar por #RadarDaSemana nos canais do btgpactual na sua plataforma de podcast preferida. 😉",NEUTRAL,marcação
2022-10-08 12:35:00,4934,Quem opera wdo pela btg?,NEUTRAL,comentário
2022-10-08 12:33:00,4931,"Vez ou outra me perguntam quem está por trás dos relatórios que disponibilizamos e hoje eu quero apresentar para vocês o meu braço direito aqui no btgpactual.   Formado em Economia e com certificação CNPI, o matheusfiis está há cinco anos no mercado financeiro. Começou sua carreira na mesa de produtos financeiros, migrou para análise de ofertas públicas e, no banco desde 2020, atua hoje exclusivamente com fundos imobiliários, galpões logísticos e lajes corporativas.    Pra cima, time! 🚀",POSITIVE,marcação
